DataConsumo,Filial,Cliente,TipoEstabelecimento,Estado,Produto,Fornecedor,Volumes,Quantidade
2024-10-09,4.0,175987,42,41.0,683.0,80047,4.0,48.0
2024-10-07,6.0,167124,39,42.0,683.0,80047,0.083,1.0
2024-10-09,6.0,170264,39,42.0,683.0,80047,0.083,1.0
2024-10-04,6.0,166631,24,42.0,683.0,80047,0.25,3.0
2024-10-08,4.0,2995,34,41.0,693.0,80047,0.166,2.0
2024-10-08,4.0,118172,22,41.0,693.0,80047,0.083,1.0
2024-10-10,4.0,170002,33,41.0,693.0,80047,0.5,6.0
2024-10-04,4.0,171416,34,41.0,693.0,80047,0.333,4.0
2024-10-04,4.0,103366,36,41.0,693.0,80047,1.0,12.0
2024-10-16,4.0,27934,41,41.0,693.0,80047,0.083,1.0
2024-10-17,4.0,121058,35,41.0,693.0,80047,0.5,6.0
2024-10-17,3.0,128172,41,41.0,693.0,80047,0.083,1.0
2024-10-18,5.0,152359,34,41.0,693.0,80047,0.5,6.0
2024-10-08,3.0,178132,39,41.0,693.0,80047,0.083,1.0
2024-10-10,3.0,128653,41,41.0,693.0,80047,0.5,6.0
2024-10-11,3.0,179005,39,41.0,693.0,80047,0.083,1.0
2024-10-03,3.0,129537,41,41.0,693.0,80047,0.083,1.0
2024-10-07,5.0,137516,34,41.0,693.0,80047,0.083,1.0
2024-10-15,3.0,178875,39,41.0,693.0,80047,0.083,1.0
2024-10-08,4.0,120333,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,50734,72,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,120384,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,121687,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,122508,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,106007,41,41.0,816.0,80047,0.166,1.0
2024-10-09,4.0,107388,41,41.0,816.0,80047,0.166,1.0
2024-10-02,3.0,171943,81,41.0,816.0,80047,0.166,1.0
2024-10-02,5.0,140785,61,41.0,816.0,80047,1.166,7.0
2024-10-04,7.0,169570,92,41.0,816.0,80047,2.0,12.0
2024-10-14,3.0,116177,81,41.0,816.0,80047,3.0,18.0
2024-10-17,3.0,172727,36,41.0,816.0,80047,2.0,12.0
2024-10-03,7.0,126996,42,41.0,2503.0,80047,1.666,10.0
2024-10-19,6.0,166066,36,42.0,2805.0,80047,14.0,168.0
2024-10-11,6.0,166983,24,42.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,3987,41,41.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,4046,41,41.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,4930,41,41.0,2805.0,80047,0.083,1.0
2024-10-08,4.0,123958,41,41.0,2805.0,80047,0.083,1.0
2024-10-18,6.0,174745,36,42.0,4339.0,80047,3.0,18.0
2024-10-09,4.0,138598,34,41.0,6195.0,80047,0.5,6.0
2024-10-02,5.0,175846,93,41.0,8815.0,80047,0.083,1.0
2024-10-16,5.0,137773,34,41.0,8815.0,80047,0.416,5.0
2024-10-01,5.0,153690,81,41.0,9636.0,80047,0.25,3.0
2024-10-01,3.0,118944,34,41.0,9636.0,80047,1.0,12.0
2024-10-07,3.0,115467,41,41.0,9636.0,80047,0.25,3.0
2024-10-07,5.0,135688,34,41.0,9636.0,80047,0.083,1.0
2024-10-07,3.0,170911,36,41.0,9636.0,80047,0.583,7.0
2024-10-10,5.0,165612,84,41.0,9636.0,80047,0.083,1.0
2024-10-11,3.0,165305,24,41.0,9636.0,80047,0.25,3.0
2024-10-11,5.0,149176,61,41.0,9636.0,80047,1.0,12.0
2024-10-02,3.0,155683,24,41.0,9636.0,80047,0.5,6.0
2024-10-03,3.0,160562,81,41.0,9636.0,80047,0.166,2.0
2024-10-03,3.0,166792,93,41.0,9636.0,80047,1.0,12.0
2024-10-14,3.0,174621,41,41.0,9636.0,80047,0.083,1.0
2024-10-14,3.0,116179,42,41.0,9636.0,80047,0.333,4.0
2024-10-15,3.0,141784,41,41.0,9636.0,80047,0.5,6.0
2024-10-16,5.0,147538,72,41.0,9636.0,80047,0.166,2.0
2024-10-17,3.0,125090,33,41.0,9636.0,80047,0.083,1.0
2024-10-18,4.0,32453,41,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,3393,41,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,7054,72,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,7508,41,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,53216,33,41.0,9636.0,80047,0.25,3.0
2024-10-09,4.0,168750,72,41.0,9636.0,80047,0.083,1.0
2024-10-11,4.0,176858,39,41.0,9636.0,80047,0.166,2.0
2024-10-11,4.0,169654,93,41.0,9636.0,80047,0.166,2.0
2024-10-16,4.0,163993,81,41.0,9636.0,80047,0.5,6.0
2024-10-01,4.0,175271,84,41.0,9636.0,80047,0.083,1.0
2024-10-02,4.0,3204,72,41.0,9636.0,80047,0.333,4.0
2024-10-08,4.0,1260,44,41.0,9636.0,80047,0.083,1.0
2024-10-03,4.0,20719,84,41.0,9636.0,80047,0.083,1.0
2024-10-03,4.0,118515,72,41.0,9636.0,80047,0.166,2.0
2024-10-04,4.0,9236,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,67,42,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,403,41,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,1726,41,41.0,9636.0,80047,0.083,1.0
2024-10-07,6.0,154538,34,42.0,9636.0,80047,0.5,6.0
2024-10-11,6.0,155869,23,42.0,9636.0,80047,0.083,1.0
2024-10-08,6.0,173489,33,42.0,9636.0,80047,0.083,1.0
2024-10-11,6.0,156650,34,42.0,9636.0,80047,0.083,1.0
2024-10-11,6.0,157228,39,42.0,9636.0,80047,0.083,1.0
2024-10-09,6.0,174983,39,42.0,9636.0,80047,0.0,1.0
2024-10-09,6.0,5632,34,42.0,9636.0,80047,15.0,180.0
2024-10-10,6.0,154444,34,42.0,9636.0,80047,0.083,1.0
2024-10-02,6.0,166501,39,42.0,9636.0,80047,1.0,12.0
2024-10-03,6.0,173967,34,42.0,9636.0,80047,56.0,672.0
2024-10-04,6.0,152006,34,42.0,9636.0,80047,0.0,12.0
2024-10-17,5.0,136042,36,41.0,9637.0,80047,5.0,60.0
2024-10-01,5.0,162552,35,41.0,9637.0,80047,1.0,12.0
2024-10-10,3.0,171833,42,41.0,9637.0,80047,1.0,12.0
2024-10-03,3.0,129536,35,41.0,9637.0,80047,0.083,1.0
2024-10-07,4.0,148600,34,41.0,9637.0,80047,5.0,60.0
2024-10-09,4.0,123965,34,41.0,9637.0,80047,2.0,24.0
2024-10-10,6.0,2789,72,42.0,423.0,80047,0.083,1.0
2024-10-11,6.0,167572,24,42.0,423.0,80047,0.083,1.0
2024-10-11,6.0,167677,34,42.0,423.0,80047,0.083,1.0
2024-10-07,4.0,5424,41,41.0,423.0,80047,0.083,1.0
2024-10-07,4.0,38410,41,41.0,423.0,80047,0.083,1.0
2024-10-03,4.0,5447,72,41.0,423.0,80047,0.166,2.0
2024-10-04,5.0,137976,34,41.0,423.0,80047,0.083,1.0
2024-10-03,3.0,148550,24,41.0,657.0,80047,0.166,2.0
2024-10-16,7.0,178981,42,41.0,657.0,80047,0.25,3.0
2024-10-02,4.0,146000,72,41.0,657.0,80047,0.166,2.0
2024-10-18,6.0,180874,24,42.0,683.0,80047,0.0,1.0
2024-10-10,6.0,157684,39,42.0,683.0,80047,0.166,2.0
2024-10-18,5.0,135383,39,41.0,683.0,80047,0.333,4.0
2024-10-02,5.0,163008,34,41.0,683.0,80047,0.5,6.0
2024-10-07,7.0,161057,81,41.0,683.0,80047,0.25,3.0
2024-10-04,6.0,148045,34,42.0,693.0,80047,0.0,24.0
2024-10-15,6.0,167534,35,42.0,693.0,80047,1.0,12.0
2024-10-02,4.0,147920,72,41.0,693.0,80047,3.0,36.0
2024-10-03,4.0,5452,71,41.0,693.0,80047,0.333,4.0
2024-10-16,4.0,118705,81,41.0,693.0,80047,0.166,2.0
2024-10-16,4.0,167678,34,41.0,693.0,80047,0.666,8.0
2024-10-08,3.0,178630,39,41.0,693.0,80047,0.083,1.0
2024-10-09,3.0,173159,24,41.0,693.0,80047,0.083,1.0
2024-10-02,3.0,129583,41,41.0,693.0,80047,0.083,1.0
2024-10-14,5.0,160038,34,41.0,693.0,80047,1.0,12.0
2024-10-11,6.0,154115,42,42.0,816.0,80047,1.0,6.0
2024-10-10,6.0,163758,34,42.0,816.0,80047,0.166,1.0
2024-10-10,6.0,164238,24,42.0,816.0,80047,0.166,1.0
2024-10-10,6.0,164614,34,42.0,816.0,80047,0.166,1.0
2024-10-10,6.0,164769,24,42.0,816.0,80047,0.166,1.0
2024-10-11,6.0,160569,33,42.0,816.0,80047,0.166,1.0
2024-10-11,6.0,160703,24,42.0,816.0,80047,0.166,1.0
2024-10-08,4.0,121125,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,122738,41,41.0,816.0,80047,0.166,1.0
2024-10-09,4.0,108653,41,41.0,816.0,80047,0.166,1.0
2024-10-11,4.0,145236,36,41.0,816.0,80047,4.0,24.0
2024-10-14,4.0,171576,24,41.0,816.0,80047,0.333,2.0
2024-10-01,7.0,126987,54,41.0,816.0,80047,0.166,1.0
2024-10-16,4.0,134364,81,41.0,816.0,80047,0.5,3.0
2024-10-07,5.0,146047,35,41.0,2805.0,80047,1.0,12.0
2024-10-10,5.0,96,35,41.0,3426.0,80047,0.5,6.0
2024-10-09,6.0,166057,24,42.0,4339.0,80047,0.333,2.0
2024-10-03,6.0,151341,34,42.0,8815.0,80047,0.166,2.0
2024-10-16,6.0,181133,41,42.0,8815.0,80047,0.166,2.0
2024-10-16,5.0,149898,34,41.0,8815.0,80047,0.083,1.0
2024-10-18,6.0,168446,33,42.0,9636.0,80047,0.083,1.0
2024-10-11,6.0,166477,34,42.0,9636.0,80047,0.083,1.0
2024-10-11,6.0,156128,33,42.0,9636.0,80047,0.083,1.0
2024-10-11,6.0,157107,24,42.0,9636.0,80047,0.083,1.0
2024-10-10,6.0,149688,24,42.0,9636.0,80047,0.083,1.0
2024-10-02,4.0,162998,39,41.0,9636.0,80047,0.166,2.0
2024-10-07,4.0,134963,41,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,32415,81,41.0,9636.0,80047,0.083,1.0
2024-10-08,4.0,110891,42,41.0,9636.0,80047,0.083,1.0
2024-10-03,4.0,103978,34,41.0,9636.0,80047,0.333,4.0
2024-10-04,4.0,132268,34,41.0,9636.0,80047,0.166,2.0
2024-10-04,4.0,20738,41,41.0,9636.0,80047,0.083,1.0
2024-10-01,3.0,122320,42,41.0,9636.0,80047,0.166,2.0
2024-10-01,3.0,116187,72,41.0,9636.0,80047,0.333,4.0
2024-10-07,3.0,123980,39,41.0,9636.0,80047,5.0,60.0
2024-10-07,3.0,134598,42,41.0,9636.0,80047,0.166,2.0
2024-10-10,5.0,149943,34,41.0,9636.0,80047,5.0,60.0
2024-10-10,3.0,165357,93,41.0,9636.0,80047,0.25,3.0
2024-10-11,5.0,168564,93,41.0,9636.0,80047,0.083,1.0
2024-10-02,3.0,157606,33,41.0,9636.0,80047,0.5,6.0
2024-10-03,3.0,138942,72,41.0,9636.0,80047,0.25,3.0
2024-10-14,3.0,135023,41,41.0,9636.0,80047,0.5,6.0
2024-10-16,3.0,173283,34,41.0,9636.0,80047,0.5,6.0
2024-10-17,4.0,172756,42,41.0,9636.0,80047,1.0,12.0
2024-10-07,4.0,29984,41,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,2735,45,41.0,9636.0,80047,0.0,1.0
2024-10-09,4.0,168625,41,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,178969,34,41.0,9636.0,80047,0.083,1.0
2024-10-10,4.0,24484,41,41.0,9636.0,80047,0.166,2.0
2024-10-10,4.0,163024,39,41.0,9636.0,80047,0.333,4.0
2024-10-14,4.0,167826,93,41.0,9636.0,80047,0.166,2.0
2024-10-03,6.0,152142,34,42.0,9637.0,80047,0.083,1.0
2024-10-01,5.0,141368,24,41.0,9637.0,80047,1.0,12.0
2024-10-10,3.0,145067,39,41.0,9637.0,80047,0.25,3.0
2024-10-10,5.0,180572,39,41.0,9637.0,80047,0.166,2.0
2024-10-16,5.0,147663,24,41.0,9637.0,80047,0.083,1.0
2024-10-19,4.0,175776,84,41.0,423.0,80047,0.083,1.0
2024-10-07,4.0,5818,41,41.0,423.0,80047,0.083,1.0
2024-10-07,4.0,6553,41,41.0,423.0,80047,0.083,1.0
2024-10-16,3.0,128552,35,41.0,423.0,80047,21.0,252.0
2024-10-04,4.0,22010,84,41.0,657.0,80047,0.25,3.0
2024-10-16,4.0,180138,41,41.0,657.0,80047,0.083,1.0
2024-10-01,4.0,140463,23,41.0,683.0,80047,0.416,5.0
2024-10-18,6.0,169605,35,42.0,683.0,80047,0.083,1.0
2024-10-09,6.0,166883,39,42.0,683.0,80047,0.083,1.0
2024-10-11,5.0,166298,41,41.0,683.0,80047,0.083,1.0
2024-10-16,5.0,162765,34,41.0,683.0,80047,0.5,6.0
2024-10-16,3.0,128927,61,41.0,683.0,80047,0.083,1.0
2024-10-18,4.0,131790,35,41.0,693.0,80047,2.0,24.0
2024-10-19,4.0,174997,34,41.0,693.0,80047,2.0,24.0
2024-10-10,4.0,1639,34,41.0,693.0,80047,0.5,6.0
2024-10-05,4.0,135084,34,41.0,693.0,80047,0.166,2.0
2024-10-01,3.0,126850,39,41.0,693.0,80047,0.083,1.0
2024-10-14,3.0,157775,93,41.0,693.0,80047,0.166,2.0
2024-10-04,6.0,162408,24,42.0,693.0,80047,1.0,12.0
2024-10-18,4.0,169570,92,41.0,816.0,80047,2.0,12.0
2024-10-18,4.0,150374,81,41.0,816.0,80047,0.666,4.0
2024-10-08,4.0,121111,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,121369,42,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,123698,42,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,53353,41,41.0,816.0,80047,0.166,1.0
2024-10-02,4.0,127168,81,41.0,816.0,80047,0.5,3.0
2024-10-10,6.0,162709,24,42.0,816.0,80047,0.166,1.0
2024-10-10,6.0,165245,34,42.0,816.0,80047,0.166,1.0
2024-10-10,6.0,165258,34,42.0,816.0,80047,0.166,1.0
2024-10-11,6.0,160029,24,42.0,816.0,80047,0.166,1.0
2024-10-09,7.0,168659,51,41.0,816.0,80047,0.166,1.0
2024-10-09,7.0,133095,53,41.0,816.0,80047,2.0,12.0
2024-10-10,5.0,93,34,41.0,816.0,80047,1.0,6.0
2024-10-03,7.0,153271,42,41.0,816.0,80047,0.5,3.0
2024-10-03,3.0,157420,81,41.0,816.0,80047,0.666,4.0
2024-10-02,7.0,161057,81,41.0,1522.0,80047,0.333,2.0
2024-10-19,4.0,159367,36,41.0,2805.0,80047,30.0,360.0
2024-10-08,4.0,146086,72,41.0,2805.0,80047,0.0,2.0
2024-10-08,4.0,110256,41,41.0,2805.0,80047,0.083,1.0
2024-10-03,7.0,1248,81,41.0,3423.0,80047,0.083,1.0
2024-10-02,5.0,163008,34,41.0,3426.0,80047,0.25,3.0
2024-10-05,4.0,105287,34,41.0,4339.0,80047,0.166,1.0
2024-10-08,6.0,180946,34,42.0,6195.0,80047,0.5,6.0
2024-10-14,3.0,138293,34,41.0,8815.0,80047,0.25,3.0
2024-10-17,7.0,127682,84,41.0,9636.0,80047,0.333,4.0
2024-10-17,5.0,161209,34,41.0,9636.0,80047,0.083,1.0
2024-10-18,5.0,160735,24,41.0,9636.0,80047,0.25,3.0
2024-10-18,5.0,166499,34,41.0,9636.0,80047,0.166,2.0
2024-10-09,3.0,148129,41,41.0,9636.0,80047,0.166,2.0
2024-10-09,5.0,159848,41,41.0,9636.0,80047,0.083,1.0
2024-10-10,3.0,134336,41,41.0,9636.0,80047,0.083,1.0
2024-10-02,3.0,155709,34,41.0,9636.0,80047,0.166,2.0
2024-10-02,3.0,179693,41,41.0,9636.0,80047,0.25,3.0
2024-10-03,3.0,174373,39,41.0,9636.0,80047,0.166,2.0
2024-10-15,5.0,167171,39,41.0,9636.0,80047,0.25,3.0
2024-10-15,3.0,180394,34,41.0,9636.0,80047,0.25,3.0
2024-10-19,4.0,177089,24,41.0,9636.0,80047,0.25,3.0
2024-10-07,4.0,6585,41,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,163343,72,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,175939,72,41.0,9636.0,80047,0.5,6.0
2024-10-10,4.0,5601,53,41.0,9636.0,80047,1.0,12.0
2024-10-10,4.0,157296,82,41.0,9636.0,80047,0.166,2.0
2024-10-10,4.0,113735,41,41.0,9636.0,80047,0.166,2.0
2024-10-10,4.0,178639,24,41.0,9636.0,80047,0.166,2.0
2024-10-12,4.0,158764,72,41.0,9636.0,80047,0.166,2.0
2024-10-12,4.0,7302,41,41.0,9636.0,80047,0.083,1.0
2024-10-15,4.0,178821,39,41.0,9636.0,80047,0.083,1.0
2024-10-16,4.0,113690,41,41.0,9636.0,80047,0.166,2.0
2024-10-16,4.0,170787,81,41.0,9636.0,80047,0.333,4.0
2024-10-02,4.0,133632,36,41.0,9636.0,80047,0.25,3.0
2024-10-07,4.0,2076,81,41.0,9636.0,80047,0.083,1.0
2024-10-08,4.0,117400,41,41.0,9636.0,80047,0.083,1.0
2024-10-02,4.0,111416,81,41.0,9636.0,80047,0.25,3.0
2024-10-03,4.0,20961,84,41.0,9636.0,80047,0.166,2.0
2024-10-04,4.0,177531,34,41.0,9636.0,80047,0.166,2.0
2024-10-04,4.0,1946,72,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,180227,84,41.0,9636.0,80047,0.166,2.0
2024-10-04,4.0,116857,72,41.0,9636.0,80047,0.25,3.0
2024-10-04,4.0,2179,72,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,153800,34,41.0,9636.0,80047,1.0,12.0
2024-10-05,4.0,181008,24,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,136915,44,41.0,9636.0,80047,0.25,3.0
2024-10-04,4.0,9271,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,20134,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,1091,42,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,29163,41,41.0,9636.0,80047,0.083,1.0
2024-10-11,6.0,155416,34,42.0,9636.0,80047,0.083,1.0
2024-10-11,6.0,156862,39,42.0,9636.0,80047,0.083,1.0
2024-10-10,6.0,180960,34,42.0,9636.0,80047,0.083,1.0
2024-10-10,6.0,149190,24,42.0,9636.0,80047,0.083,1.0
2024-10-10,6.0,154607,24,42.0,9636.0,80047,0.083,1.0
2024-10-03,3.0,169130,41,41.0,9637.0,80047,0.083,1.0
2024-10-07,5.0,145609,35,41.0,9637.0,80047,1.0,12.0
2024-10-18,7.0,177012,41,41.0,423.0,80047,0.083,1.0
2024-10-07,4.0,6023,41,41.0,423.0,80047,0.083,1.0
2024-10-10,4.0,181130,91,41.0,423.0,80047,0.333,4.0
2024-10-16,4.0,178580,71,41.0,423.0,80047,0.166,2.0
2024-10-11,6.0,167774,34,42.0,423.0,80047,0.083,1.0
2024-10-11,6.0,168016,39,42.0,423.0,80047,0.083,1.0
2024-10-08,4.0,130597,41,41.0,657.0,80047,1.0,12.0
2024-10-08,4.0,129758,41,41.0,657.0,80047,0.166,2.0
2024-10-05,4.0,117180,71,41.0,657.0,80047,0.5,6.0
2024-10-09,6.0,181104,34,42.0,657.0,80047,0.083,1.0
2024-10-19,4.0,181155,36,41.0,683.0,80047,1.0,12.0
2024-10-18,6.0,42296,34,42.0,683.0,80047,0.0,1.0
2024-10-16,6.0,180074,34,42.0,683.0,80047,0.083,1.0
2024-10-15,5.0,191,41,41.0,683.0,80047,0.083,1.0
2024-10-19,4.0,173092,93,41.0,693.0,80047,0.166,2.0
2024-10-09,4.0,135360,41,41.0,693.0,80047,0.333,4.0
2024-10-09,4.0,6595,81,41.0,693.0,80047,0.083,1.0
2024-10-03,4.0,38723,84,41.0,693.0,80047,0.166,2.0
2024-10-04,4.0,20779,72,41.0,693.0,80047,0.0,6.0
2024-10-17,3.0,124701,35,41.0,693.0,80047,0.166,2.0
2024-10-18,3.0,154786,93,41.0,693.0,80047,0.333,4.0
2024-10-07,3.0,118919,33,41.0,693.0,80047,0.083,1.0
2024-10-11,5.0,162284,93,41.0,693.0,80047,0.083,1.0
2024-10-03,3.0,174373,39,41.0,693.0,80047,0.083,1.0
2024-10-04,6.0,166381,34,42.0,693.0,80047,3.0,36.0
2024-10-16,6.0,169941,41,42.0,693.0,80047,0.833,10.0
2024-10-08,4.0,115020,42,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,120556,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,124179,42,41.0,816.0,80047,0.166,1.0
2024-10-10,4.0,110184,41,41.0,816.0,80047,0.166,1.0
2024-10-04,6.0,151649,71,42.0,816.0,80047,3.0,18.0
2024-10-16,6.0,178073,84,42.0,816.0,80047,0.166,1.0
2024-10-18,5.0,144570,24,41.0,816.0,80047,0.166,1.0
2024-10-10,3.0,135043,93,41.0,816.0,80047,4.0,24.0
2024-10-02,3.0,180858,,41.0,816.0,80047,0.5,3.0
2024-10-03,5.0,159757,61,41.0,925.0,80047,0.333,4.0
2024-10-15,5.0,136034,36,41.0,1209.0,80047,0.166,2.0
2024-10-03,4.0,6684,34,41.0,1522.0,80047,0.166,1.0
2024-10-11,6.0,167096,34,42.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,5185,53,41.0,2805.0,80047,0.083,1.0
2024-10-07,4.0,37284,41,41.0,2805.0,80047,0.083,1.0
2024-10-08,4.0,170560,36,41.0,2805.0,80047,3.0,36.0
2024-10-10,4.0,168186,41,41.0,8815.0,80047,1.0,12.0
2024-10-16,6.0,166548,34,42.0,8815.0,80047,0.0,12.0
2024-10-03,5.0,146572,34,41.0,8815.0,80047,0.5,6.0
2024-10-16,4.0,161941,94,41.0,8889.0,80047,0.166,2.0
2024-10-01,7.0,161057,81,41.0,9636.0,80047,0.083,1.0
2024-10-15,7.0,174391,81,41.0,9636.0,80047,0.666,8.0
2024-10-17,5.0,179040,39,41.0,9636.0,80047,0.166,2.0
2024-10-18,5.0,178888,81,41.0,9636.0,80047,0.25,3.0
2024-10-18,5.0,137159,39,41.0,9636.0,80047,1.0,12.0
2024-10-01,3.0,165363,93,41.0,9636.0,80047,0.166,2.0
2024-10-01,3.0,556,34,41.0,9636.0,80047,0.166,2.0
2024-10-07,3.0,178695,,41.0,9636.0,80047,3.666,44.0
2024-10-09,3.0,173089,24,41.0,9636.0,80047,0.5,6.0
2024-10-09,3.0,115373,41,41.0,9636.0,80047,0.083,1.0
2024-10-10,3.0,128904,34,41.0,9636.0,80047,0.083,1.0
2024-10-11,5.0,161326,93,41.0,9636.0,80047,0.166,2.0
2024-10-11,5.0,163061,84,41.0,9636.0,80047,0.083,1.0
2024-10-11,5.0,163273,41,41.0,9636.0,80047,0.25,3.0
2024-10-02,3.0,166675,93,41.0,9636.0,80047,0.166,2.0
2024-10-02,5.0,179841,39,41.0,9636.0,80047,20.0,240.0
2024-10-03,3.0,125563,35,41.0,9636.0,80047,0.5,6.0
2024-10-03,3.0,116707,41,41.0,9636.0,80047,0.166,2.0
2024-10-04,5.0,135978,84,41.0,9636.0,80047,0.166,2.0
2024-10-15,3.0,158658,34,41.0,9636.0,80047,0.083,1.0
2024-10-16,3.0,170240,93,41.0,9636.0,80047,0.5,6.0
2024-10-16,3.0,147905,81,41.0,9636.0,80047,0.083,1.0
2024-10-16,3.0,158198,24,41.0,9636.0,80047,0.25,3.0
2024-10-17,3.0,129684,41,41.0,9636.0,80047,0.333,4.0
2024-10-07,4.0,27912,41,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,6998,41,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,7127,41,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,7257,41,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,3442,83,41.0,9636.0,80047,0.083,1.0
2024-10-09,4.0,6704,34,41.0,9636.0,80047,0.083,1.0
2024-10-08,4.0,110264,41,41.0,9636.0,80047,0.083,1.0
2024-10-11,4.0,126033,34,41.0,9636.0,80047,0.333,4.0
2024-10-15,4.0,110436,42,41.0,9636.0,80047,0.166,2.0
2024-10-16,4.0,6684,34,41.0,9636.0,80047,0.5,6.0
2024-10-01,4.0,149258,72,41.0,9636.0,80047,0.083,1.0
2024-10-07,4.0,123278,41,41.0,9636.0,80047,0.166,2.0
2024-10-07,4.0,27486,31,41.0,9636.0,80047,0.166,2.0
2024-10-03,4.0,1650,84,41.0,9636.0,80047,0.166,2.0
2024-10-05,4.0,160105,34,41.0,9636.0,80047,1.0,12.0
2024-10-05,4.0,179482,,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,474,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,1217,41,41.0,9636.0,80047,0.083,1.0
2024-10-04,4.0,1255,41,41.0,9636.0,80047,0.083,1.0
2024-10-05,4.0,3567,41,41.0,9636.0,80047,0.083,1.0
2024-10-10,6.0,3904,72,42.0,9636.0,80047,0.083,1.0
2024-10-10,6.0,145187,36,42.0,9636.0,80047,0.083,1.0
2024-10-15,5.0,145364,72,41.0,9637.0,80047,0.5,6.0
2024-10-16,5.0,162765,34,41.0,9637.0,80047,0.416,5.0
2024-10-19,4.0,2362,35,41.0,9637.0,80047,2.0,24.0
2024-10-09,4.0,111564,36,41.0,9637.0,80047,50.0,600.0
2024-10-03,4.0,115130,39,41.0,9637.0,80047,0.333,4.0
2024-10-09,6.0,152861,34,42.0,9637.0,80047,0.083,1.0
2024-10-10,6.0,166602,33,42.0,9637.0,80047,0.083,1.0
2024-10-09,4.0,106129,72,41.0,423.0,80047,0.083,1.0
2024-10-09,4.0,104933,34,41.0,423.0,80047,0.083,1.0
2024-10-11,4.0,27050,34,41.0,423.0,80047,0.083,1.0
2024-10-02,4.0,54042,72,41.0,657.0,80047,0.166,2.0
2024-10-04,4.0,171416,34,41.0,657.0,80047,0.166,2.0
2024-10-18,6.0,180008,34,42.0,683.0,80047,0.083,1.0
2024-10-16,6.0,169449,39,42.0,683.0,80047,0.083,1.0
2024-10-17,3.0,167402,41,41.0,683.0,80047,0.083,1.0
2024-10-08,4.0,124410,34,41.0,693.0,80047,1.0,12.0
2024-10-11,4.0,171723,42,41.0,693.0,80047,0.083,1.0
2024-10-16,4.0,155739,34,41.0,693.0,80047,1.0,12.0
2024-10-11,6.0,155724,34,42.0,693.0,80047,0.333,4.0
2024-10-16,6.0,166548,34,42.0,693.0,80047,0.0,12.0
2024-10-19,4.0,170629,42,41.0,816.0,80047,1.0,6.0
2024-10-08,4.0,167931,84,41.0,816.0,80047,1.0,6.0
2024-10-08,4.0,52116,41,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,122598,42,41.0,816.0,80047,0.166,1.0
2024-10-08,4.0,53719,41,41.0,816.0,80047,0.166,1.0
2024-10-10,6.0,162836,34,42.0,816.0,80047,0.166,1.0
2024-10-10,6.0,165291,21,42.0,816.0,80047,0.166,1.0
2024-10-11,6.0,160950,24,42.0,816.0,80047,0.166,1.0
2024-10-08,5.0,153690,81,41.0,816.0,80047,1.166,7.0
2024-10-10,3.0,137864,34,41.0,816.0,80047,1.0,6.0
2024-10-03,5.0,121844,54,41.0,816.0,80047,0.166,1.0
2024-10-14,5.0,145098,42,41.0,816.0,80047,0.333,2.0
2024-10-10,5.0,95,35,41.0,1522.0,80047,0.5,3.0
